Date,Time,Sqn,TOTAL ABORT?,Target Location,Target Description,Target Type,"Raid=1, Alert=0",Summary Rec (T/F) or Comments,COM-PLETE,Bomb Wgt (LB),A/C Launched,ABORT WX,ABORT MECH,ABORT OTHR,DIVERT WX,DIVRT MECH,DIV DISOR,BOMB-ING,Miss- ing,FL-NO DAMAGE,FL-DAMAGE,Alt. (Feet),Rec #,Air Fight ?,A/C Type,T.O. Time,RTB Time,Bombing Time or Midpoint,Dura- tion (Hrs),Base,Distance From Base (Km),Killed,Woun-ded,Damage (Marks),Damage (Francs),# Bombs,Time Lost (Hours),Other Cost (Marks),Other Cost (Francs),Alternate Location Name,Raid or Alert Length (Hrs),"Page #, Maurer Maurer, v.IV, or other Reference",Comments,Chrono- logical Order
26Mar15,Day,GB1,,Metz - Frescaty,Airship sheds & airfield,A,,"War Diary: T.O. 0830; bombing 1000-1015. Dropped 11x155 and 10x90 bombs, one 90mm hit airship hanger.  Does not say # a/c. -- Martel says airship is damaged & soldiers killed or wounded in Bavarian barracks & King of Bavaria barely escapes being killed -  Middleton (v.II, p60) says 6 planes dropped 12 bombs & that RR station was also a target",,1217,,,,,,,,,,,,,,No,Voisin,8:30,,10:00,,Malzéville,40,,,,,21,,,,,,"GB1 War Diary Images 0037-8 & Martel,48 & Middleton, v.II, p.60",,89
27Mar15,Day,GB2 (orig.),,Flanders: Brugges North,,,,Apparently Martel's 1st mission (with pilot Capt. De Castel). 9 crews couldn't reach Brugges due to wind; attacked other u/k targets,,,9,,,,9,,,9,0,0,0,,,No,Voisin,,,,,St-Pol-sur-Mer,70,,,,,,,,,,,"Nilsson, OTF v.4, #3, p.236 & GB2 War Diary Image 0012",,90
28Mar15,Day,Fr.,,Metz,City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middleton, v.II, pp.59-60",,91
28Mar15,Day,GB1/VB102,,Rechicourt; Gondrexange,RR stns,R,,GB1/VB102 - only 1 a/c reached original target (Rechicourt) - T.O. 1610; bombed Rechicourt 1720 with 8x90mm bombs; 10x90mm on Gondrexange,,317,5,3,,,1,,,2,0,0,0,,,No,Voisin,16:10,,17:20,,Malzéville,75,,,,,18,,,,,,GB1 War Diary Image 0039,,92
29Mar15,Day,GB2 (orig.),,Flanders: Various places,2 targets were rail lines,,,"9 crews couldn't reach ""Brugges North"" due to weather; 3 attacked various other targets (2 rail lines) with one 155mm bomb each. Martel & de Castel on this mission.",,284,9,6,,,3,,,3,0,0,0,,,No,Voisin,,,,,St-Pol-sur-Mer,,,,,,3,,,,,,"Nilsson, OTF v.4, #3, p.236 & GB2 War Diary Images 0013-0014",,93
31Mar15,Day,GB2 (orig.),,"Flanders: ""Brugges North"", Middelkerke, NW of Ghistilles, Ghistilles, Oudenbourg (?)",Railway & barracks,O,,TRUE,TRUE,662,11,2,2,,4,,,7,0,0,0,,,No,Voisin,13:45,,,,St-Pol-sur-Mer,70,,,,,,,,,,,"Nilsson, OTF v.4, #3, p.236 & GB2 War Diary, Images 0014-0015","T.O. 1345. Three crews reached objective; others hit other targets, including Martel (separate record). THIS IS A SUMMARY RECORD.",93.5
31Mar15,Day,GB2 (orig.),,"Flanders: ""Brugges North""",Railway & barracks,O,,FALSE,FALSE,284,11,2,2,,4,,,3,0,0,0,,,No,Voisin,13:45,,,,St-Pol-sur-Mer,70,,,,,,,,,,,"Nilsson, OTF v.4, #3, p.236 & GB2 War Diary, Images 0014-0015","T.O. 1345. Three crews reached objective; others hit other targets, including Martel (separate record). THIS IS A SUMMARY RECORD.",94
31Mar15,Day,GB2 (orig.),,"Flanders: Middelkerke, NW of Ghistilles, Ghistilles, Oudenbourg (?)",Enemy Lines,T,,FALSE,FALSE,378,,,,,4,,,4,0,0,0,,,No,Voisin,13:45,,,,St-Pol-sur-Mer,50,,,,,4,,,,,,"GB2 War Diary, Images 0014-5",PARTIAL RECORD - WX-DIVERTED PLANES FROM BRUGGES RAID. One 155 mm shell in each location.,95
31Mar15,Night,GB2 (orig.) VB5,,"Flanders: ""Brugges North""",Port,O,,T.O. 2220. Return 0035. Capt. Bousquet & Lt. Séjouné.  2x90mm and 1x155 mm bombs dropped. COOL MAP SKETCH IN WAR DIARY.,,130,1,,,,,,,1,0,0,0,,,No,Voisin,22:20,0:35,23:27,2.25,St-Pol-sur-Mer,70,,,,,3,,,,,,"GB2 War Diary, Images 0015-6",,96
01Apr15,Day,Belfort Group,,Villingen,RR stn,R,,Happe dropped ? x 90mm shells (he dropped 4x90mm one month earlier),,,,,,,,,,1,,,,2623,,,,,,,,,,,,,,,,,,,,"Martel,84",,97
01Apr15,Day,1Wing RNAS,,"Hoboken?, Antwerp",Submarine Yard,,,,,,1,,,,,,,,,,,,,,,,,,,Dunkerque,145,,,,,,,,,,,AIR1/2107,,98
01Apr15,Day,1Wing RNAS,,Zeebrugge,Sub alongside Mole,,,,,,1,,,,,,,,,,,,,,,,,,,Dunkerque,70,,,,,,,,,,,AIR1/2107,,99
01Apr15,Day,GB2 (orig.),,Handzaeme (near),Airfield,A,,Martel on this mission. T.O. 1440. ,,317,10,1,3,,1,,,6,0,0,0,,,No,Voisin,14:40,,,,St-Pol-sur-Mer,50,,,,,15,,,,,,"Nilsson, OTF v.4, #3, p.237 & GB2 War Diary Images 0016-7",,100
01Apr15,Day,GB2 (orig.),,Courtemarcke,Rail Station,R,,"Martel's Voisin, piloted by Capt. de Castel, diverted from Handzaeme mission.",,53,,,,,1,,,1,0,0,0,,,Yes,Voisin,14:40,,,,St-Pol-sur-Mer,50,,,,,3,,,,,,"Nilsson, OTF v.4, #3, p.237 & GB2 War Diary Images 0016-7",,101
01Apr15,Night,Fr.,,Vignuelles (Woevre),RR stn & aerodrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middleton, v.II, p.61",,102
02Apr15,Day,GB1,,Vigneulles-les-Hattonchatel,Barracks at RR stn & village,T,,T.O.0830; bombing 0950  - 53x90mm bombs - is 1 April night raid mistaken for this one???,,933,9,,,,,,,9,0,0,0,,,No,Voisin,8:30,,9:50,,Malzéville,45,,,,,53,,,,,,"GB1 War Diary Images 0040-1 and Martel,47",,103
03Apr15,Day,GB1,,Courcelles,Rail Stn,R,,"War Diary does not specify type of shells, but am assuming 90mm based on the number dropped by 3 planes (18) and the fact that they have used nothing else recently. Raid by VB101 & 103.",,317,5,2,,,,,,3,0,0,0,,,No,Voisin,,,,,Malzéville,40,,,,,18,,,,,,GB1 War Diary Images 0041-2,,104
06Apr15,Day,GB1/VB102,,"Chambley, Jaulny",Rail Stns,R,,"T.O.1500. Map Image 0043. ""Special"" mission flying from Verdun.  # Voisins not mentioned. 23x90mm on Chamley stn; 10x90mm on Jaulny stn.",,581,,,,,,,,,,,,,,No,Voisin,15:00,,,,Malzéville,40,,,,,33,,,,,,GB1 War Diary Images 0045-6,,105
11Apr15,Day,GB2 (orig.),,"Zeebrugge, Bruges, Steenbrugge","Repair shops, Harbor, RR Stn",O,,TRUE,TRUE,354,13,,4,5,,,,4,0,1,0,,,No,Voisin,,,,,St-Pol-sur-Mer,70,,,,,7,,,,,,GB2 War Diary Image 0018,,106
11Apr15,Day,GB2 (orig.),,Zeebrugge,Repair shops,O,,FALSE,FALSE,189,,,,,,,,2,0,0,0,,,No,Voisin,,,,,St-Pol-sur-Mer,70,,,,,2,,,,,,GB2 War Diary Image 0018,,107
11Apr15,Day,GB2 (orig.),,Bruges,Harbor,O,,FALSE,FALSE,95,,,,,,,,1,0,0,0,,,No,Voisin,,,,,St-Pol-sur-Mer,70,,,,,1,,,,,,GB2 War Diary Image 0018,,108
11Apr15,Day,GB2 (orig.),,Steenbrugge,RR Stn,R,,FALSE,FALSE,70,,,,,,,,1,0,0,0,,,No,Voisin,,,,,St-Pol-sur-Mer,70,,,,,4,,,,,,GB2 War Diary Image 0018,,109
12Apr15,Day,GB1,,"Chambley, Thiaucourt, Jaulny, Waville, Bayonville, Mars-la-Tour",RR stns,R,,"Bombing around 0900.  78x90mm shells on these rail stns: Chambley 44, Thiaucourt 8, Jaulny 8, Waville 6, Bayonville 4, Mars-la-Tour 6 bombs.  Map on Image 0046",,1373,10,,,,,,,10,0,0,0,,,Yes,Voisin,,,9:00,,Malzéville,40,,,,,78,,,,,,GB1 War Diary Images 0046-8,,110
12Apr15,Day,GB1,,"Chambley, Bayonville, Waville",RR stns,R,,"T.O. 1500. 34x90mm total (which doesn't add up): Chambley 16, Bayonville 6, Waville 6.  I am going with 28 total since War Diary says total for day was 106. # Voisins not given.",,493,,,,,,,,,0,0,0,,,Yes,Voisin,15:00,,,,Malzéville,40,,,,,28,,,,,,GB1 War Diary Images 0048-9,,111
12Apr15,Night,GB1/VB101,,Delme,RR stn,R,,Bombed 1915 hours - 6x90mm shells,,106,1,,,,,,,1,0,0,0,,,No,Voisin,,,19:15,,Malzéville,,,,,,6,,,,,,GB1 War Diary Image 0049,,112
12Apr15,Night,Fr.Dirg.,,Bussigny,RR jtn,R,,"Fr. Dirigible Adj. Vincenot dropped 20 Aasen bombs - recon around Mons, Valenciennes",,132,1,,,,,,,1,,,,,,No,Dirg.,,,,,,327,,,,,20,,,,,,"Icare, L'aeronautique militaire francaise, tome I, p.142",,113
13Apr15,Day,GB1,,Vigneulles,Rail Stn & Barracks,R,,T.O.0830; bombing 0940-1045. # Voisins not given. Bombs 77x90mm,,1355,,,,,,,,,0,0,0,,,No,Voisin,8:30,,10:20,,Malzéville,45,,,,,77,,,,,,GB1 War Diary Images 0048-50,,114
13Apr15,Day,GB1/VB102,,Chambley,Marching column & Convoy,T,,,,123,1,,,,,,,1,0,0,0,,,No,Voisin,,,,,Malzéville,40,,,,,7,,,,,,GB1 War Diary Image 0049,,115
15Apr15,Day,GB1,,"Courcelles,Verny,Vigny,Bayonville, Han sur Nied","Rail stns, town (H-s-N), column",R,,Bombing ~1000. 9x155mm & 6x90mm. # Voisins not given.,,957,,,,,,,,,0,0,0,,,No,Voisin,,,10:00,,Malzéville,40,,,,,15,,,,,,GB1 War Diary Images 0052-3,,116
15Apr15,Day,GB2 (orig.),,Ostend naval yd,Harbor or naval yard,O,,"T.O. 1540. Nilsson says 155mm shells at Ostend - latter seems more likely. On Image 0019, excellent color sketch map.",,757,13,,5,,,,,8,0,0,0,,,No,Voisin,15:40,,,,St-Pol-sur-Mer,50,,,,,8,,,,,,"GB2 War Diary Images 0019 & 0020; Nilsson, OTF v.4, #3, p.237 & Davilla & Soltan",,117
15Apr15,Night,Fr.Dirg.,,Antoing,RR jtn,R,,Fr. Dirigible Adj. Vincenot dropped 8 Aasen bombs & 10 Schneider bombs - recon near Mons,,,1,,,,,,,1,,,,,,No,Dirg.,,,,,,346,,,,,18,,,,,,"Icare, L'aeronautique militaire francaise, tome I, p.142",,118
15Apr15,,Fr.,,St. Quentin,RR stn,,,Intel later said central ammo depot & 150 trucks destroyed - fire lasted until the next day,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middleton, v.II, p.64",,119
15Apr15,,,,Luxembourg,,,1,"Damage caused by AA shell(s), presumably during a raid.  Destroyed 2 switches on Metz-Amanweiler tracks; tracks out of commission 4 hours on 15th and 2 hours on 16th.  Excavation to determine whether shell exploded.",,,,,,,,,,,,,,,,,,,,,,,,0,0,25,,0,6,,,,,412,,120
16Apr15,Day,Fr.,,Leopoldshoehe,Rail workshops,,,10 bombs (E of Huningue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middleton, v.II, p.62",3,121
16Apr15,Day,Belfort Group,,Rottweil,Powder Factory,M,,10 bombs - Martel: Happe-Leleu team again (presume 90mm shells),,176,,,,,,,,1,,,,5246,,,,,,,,,,,,,,,,,,,,"Martel,84 & Middleton, v.II, p.62",,122
16Apr15,Day,GB1,,Maizières-lès-Metz (& surrounding area),Electric Stn,I,,19x155 allongés & 20x90mm retardés bombs. (15km N of Metz) - T.O. 0800-0830; bombing 0900-1000. Maps Images 0051-2,,2191,17,,,,,,,17,0,0,0,,,Yes,Voisin,8:00,,9:30,,Malzéville,55,,,,,39,,,,,,GB1 War Diary Images 0051-4,,123
16Apr15,Night,Fr.Dirg.,,Strasbourg,Rail Station,R,,French dirigible Conté dropped 520kg of explosives ,,1144,1,,,,,,,1,,,,,,No,Dirg.,,,,,,325,,,,,,,,,,,"Icare, L'aeronautique militaire francaise, tome I, p.142",,124
16Apr15,9:30,,,Hagendingen,,,1,"5 bombs on Maizieres & Hagondange. 1 fell on Maizieres Factories, 2 near them, 1 in the plain and 1 on the Hagondange blast furnaces.  The latter caused little damage.  Work was not stopped.",,,,,,,,,,,,,,,,,,,,,,,,0,0,,,5,0,,,Maizieres,,385,,125
17Apr15,Day,GB2 (orig.),,Flanders: Kastelhoeck (near),Airfield & Barracks,O,,War Diary lists 5 who could not accomplish mission but does not say why. Martel & de Castel and Nungesser on this mission.,,422,11,,,5,,,,6,0,0,0,,,No,Voisin,,,,,St-Pol-sur-Mer,,,,,,24,,,,,,"GB2 War Diary Image 0021 & Nilsson, OTF v.4, #3, p.237",,126
18Apr15,Day,"GB1/VB101,103",,Rombas,Electric Stn,I,,8x155mm & 8x90mm bombs - several hits seen -- 15 Voisins attacked from GB1 but don't know the number for this part of the raid - probably 7,,898,,,,,,,,,0,0,0,,,Yes,Voisin,,,,,Malzéville,60,,,,,14,,,,,,"GB1 War Diary Images 0054-7 & Nilsson OTF V.1,#4, p.299 & Martel, 48",,127
18Apr15,Day,GB1/VB103,,Busendorf (Bousse or Buss),Suspected powder factory,M,,3x155mm & 6x90mm bombs - hits but no secondary explosions - 15 planes attacked from GB1 but don't know how many on this part of the mission - probably 3,,389,,,,,,,,,0,0,0,,,Yes,Voisin,,,,,Malzéville,75,,,,,9,,,,,,"GB1 War Diary Images 0054-7 & Nilsson OTF V.1,#4, p.299 & Martel, 48",,128
18Apr15,Day,GB1/VB102,,Thyssen (at Hagendingen),Blast Furnace,B,,6x155mm & 8x90mm bombs - Central building hit - 15 Voisins went on GB1 raid but don't know how many on this part of it - probably 5,,708,,,,,,,,,0,0,0,,,Yes,Voisin,,,,,Malzéville,60,,,,,16,,,,,,"GB1 War Diary Images 0054-7 & Nilsson OTF V.1,#4, p.299 & Martel, 48",,129
18Apr15,Day,GB2 (orig.),,Flanders: Roulers,Rail Stn,R,,T.O. 1615. Return 1817. Martel & de Castel (pilote) plus Nungesser on this mission.  Martel & de Castel returned w/ engine trouble. ,,282,10,,5,2,,,,3,0,0,0,,,No,Voisin,16:15,18:17,17:16,2.03,St-Pol-sur-Mer,60,,,,,16,,,,,,"GB2 War Diary Images 0021-2 & Nilsson, OTF v.4, #3, p.237",,130
18Apr15,,,,Hagendingen,Rail Stns,,1,4 bombs exploded in the factory. [See GB1 War Diary map on image 0055.],,,,,,,,,,,,,,,,,,,,,,,,0,0,,,4,,,,Hagondange (Forges & Steel Mills),,385,,131
19Apr15,Day,GB2 (orig.),,Flanders: Bixschoote (2 km N of) (sp?),Artillery Battery,T,,"T.O. 1520. Return 1727. Martel, de Castel, Nungesser. ",,425,8,,3,2,,,,3,0,0,0,,,No,Voisin,15:20,17:27,16:23,2.12,St-Pol-sur-Mer,40,,,,,11,,,,,,"GB2 War Diary Image 0022 & Nilsson, OTF v.4, #3, p.237",,132
21Apr15,Day,GB1,,Wangen Chateau,HQ,T,,T.O. 0800 - 3 planes of 7 bombed the Chateau; the other 4 hit other targets due to WX. These two related records are marked NOT Complete because some bombs were apparently dropped that were not in the total.,FALSE,354,,,,,,,,3,0,0,0,,,Yes,Voisin,8:00,,,,Malzéville,95,,,,,7,,,,,,GB1 War Diary Images 0058-9,,133
21Apr15,Day,GB1,,Arnaville; Arnaville to Bayonville,RR stn; Convoy,O,,T.O. 0800 - 4 of 7 bombed these targets - cloud covered. These two related records are marked NOT Complete because some bombs were apparently dropped that were not in the total.,FALSE,460,,,,,,,,4,0,0,0,,,Yes,Voisin,8:00,,,,Malzéville,35,,,,,13,,,,,,GB1 War Diary Images 0058-9,,134
22Apr15,Night,GB2 (orig.),,Ostende,Naval workshops,O,,T.O. 2115. Return 2310. Nungesser - 4 bombs seen to strike target. 1st night raid by GB2.,,295,2,,,,,,,2,0,0,0,,,No,Voisin,21:15,23:10,22:12,1.92,St-Pol-sur-Mer,50,,,,,8,,,,,,"GB2 War Diary Image 0023 & Nilsson, OTF v.4, #3, p.237",,135
23Apr15,Day,1Wing RNAS,,"Ostend, Belgium",Harbor,,,,,,3,,,,,,,,,,,,,,,,,,,Dunkerque,45,,,,,,,,,,,AIR1/2107,,136
26Apr15,Day,GB2 (orig.),,Flanders: Pilkem,Ground targets; marching columns,T,,"Original target was troops near Pilkem - none reached it - 7 of 11 crews attacked troops in a wide area with 44x90mm bombs, MGs, 2000 flechettes. Martel & Nungesser on mission.",,862,11,3,1,,7,,,7,0,0,0,,,No,Voisin,,,,,St-Pol-sur-Mer,40,,,,,44,,,,,,"GB2 War Diary Images 0023-4 & Nilsson, OTF v.4, #3, p.237",,137
27Apr15,Day,Fr.,,Bottwiller,RR stn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middleton, v.II, p.63",,138
27Apr15,Day,GB1,,Chambley,"RR stn, trains, ammo dump",R,,"T.O. 0700 VB101 & VB103. 56x90mm & 4x155mm long bombs - ammo dump set on fire. # planes not given, though 13 would be a good guess based on the number & types of bombs.  Planes heavily shelled by AAA. Excellent map on Image 0060.",,1373,,,,,,,,,0,0,0,,,No,Voisin,7:00,,,,Malzéville,40,,,,,60,,,,,,GB1 War Diary Images 0060-62,,139
27Apr15,Night,Fr.,,Arnaville,RR stn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middleton, v.II, pp.63-4",,140
28Apr15,Day,Belfort Group,,Friedrichshafen,Zepp sheds,A,,6 bombs; smoke seen from shed - intel later said Zepp damaged - D&S say a/c was M.F.7 - Martel: Happe/Leleu team - says 2 Zepps damaged (presume 90mm shells),,106,,,,,,,,1,,,,,,,,,,,,Belfort,190,,,,,,,,,,,"Middleton v.II, p.65 & D&S & Martel,84",,141
28Apr15,Day,GB3,,"Leopoldshoehe, Haltingen, Lörrach","RR stn, bridges, works",O,,"Combination of 2 accounts, incl. Martel p. 42 - 21 shells dropped; 1 plane fell in German lines - intel later said stn at Haltingen w/ repair works destroyed - Martel says at Haltingen rail stn, 2 locomotives destroyed, troop movement stopped, and ammo depot set ablaze; at Lörrach 42 killed or wounded. 1 plane downed after fight with Aviatik.",,,,,,,,,,,1,,,,,Yes,Voisin,,,,,Belfort,,,,,,,,,,,,"Middleton, v.II, p.65 and Martel,42",,142
28Apr15,Day,GB2 (orig.),,Flanders - Langemarck to Boesinghe,"Troops, truck convoy, battery",T,,8 a/c but 10 sorties.  Afternoon flights against targets of opportunity during ground attack. Nungesser bombed convoy of cars. 1 crew could find no targets at front lines; 1 sick pilot returned early.,,282,10,,4,2,,,,3,0,1,0,,,No,Voisin,,,,,St-Pol-sur-Mer,45,,,,,16,,,,,,"GB2 War Diary Image 0025 & Nilsson, OTF v.4, #3, p.237",,143
29Apr15,Night,Fr.Dirg.,,Aulchin & Prouvy; Marly; Aulnay,Jtn & spur line; station; jtn,R,,"Fr. Dirigible Adj. Vincenot dropped 7 Aasen bombs on jtn ""et troncon d'Aulchin, Prouvy"", 5 Aasen bombs on Marly station, and 8 Aasen bombs & 2x155mm shells on Aulnay jtn",,321,1,,,,,,,1,,,,,,No,Dirg.,,,,,,250,,,,,22,,,,,,"Icare, L'aeronautique militaire francaise, tome I, p.142",,144
01May15,Day,GB3,,Habsheim,Aerodrome,A,,,,,,,,,,,,,,,,,,,Voisin,,,,,Belfort,45,,,,,,,,,,,"Martel,42",,145
01May15,Day,GB2 (orig.),,Flanders: near Dixmunde & Clerckem,Long-range cannon,T,,"Martel in VB106 flying with Capt de Castel in Voisin V299; Nungesser - only 1 plane in 8 found objective. T.O. 0910. War Diary says each plane dropped one bomb, so I am assuming it was a 155mm.",,378,8,,2,2,,,7,4,0,1,0,,,No,Voisin,9:10,,,,St-Pol-sur-Mer,40,,,,,,,,,,,"Nilsson, OTF v.4, #3, p.237 & GB2 War Diary, Images 0026-7",,146
08May15,Day,GB3,,Metzeral,,,,,,,,,,,,,,,,,,,,,Voisin,,,,,Belfort,40,,,,,,,,,,,"Martel,42",,147
08May15,Day,GB2 (orig.),,Somain (in Artois),RR stn,R,,Only MdL Nungesser & Mitrailleur Lostalot found target. T.O. 1133. ,,176,6,2,2,,1,,,2,0,0,0,,,No,Voisin,11:33,,,,Humières,80,,,,,10,,,,,,"Nilsson, OTF v.4, #3, p.237 & GB2 War Diary, Images 0027-8",,148
09May15,Day,GB2 (orig.)/VB104 & 105,,Brebieres & Athies,Rail targets,R,,Original target was Souain rail stn - none reached it. (Not positive Souain is the correct spelling).  T.O. 0647. Return 0910.,,176,4,1,1,,,,,2,0,0,0,,,No,Voisin,6:47,9:10,7:58,2.38,Humières,60,,,,,10,,,,,,"Nilsson, OTF v.4, #3, p.237 & GB2 War Diary, Image 0028",,149
09May15,Day,"GB2 (orig.)/VB104,5,6",,Between Beaurains & Pont du Jour,Artillery Batteries,T,,AM & PM raids; several crews (incl. de Castel & Martel) flew 2 sorties. Nilsson says 55 bombs but I count 54 from the War Diary.,,950,13,,1,1,,,,11,0,1,1,,,No,Voisin,,,,,Humières,45,,,,,54,,,,,,"Nilsson, OTF v.4, #3, p.237 & GB2 War Diary, Images 0028-30",,150
10May15,Day,GB2 (orig.)/VB105,,Beaurains & Tilloy,Artillery Batteries,T,,T.O. 0745. Didn't hit Tilloy.,,141,3,,1,,,,,2,0,0,0,,,No,Voisin,7:45,,,,Humières,45,,,,,8,,,,,,"GB2 War Diary Image 0030 and Nilsson, OTF v.4, #3, p.237",,151
10May15,Day,GB2 (orig.),,Beaurains & Tilloy,Artillery Batteries,T,,Afternoon raids. Reached both targets.,,431,5,,,,,,,5,0,0,0,,,No,Voisin,,,,,Humières,45,,,,,24,,,,,,GB2 War Diary Images 0030-1,,152
10May15,Day,GB2 (orig.),,Farbus; Vimy - Acheville region,"2 assemblies of troops, 1 balloon, 1 rail jtn",T,,Late afternoon raids. 500 flechettes dropped on balloon w/o result,,233,3,,,,,,,3,0,0,0,,,No,Voisin,,,,,Humières,45,,,,,12,,,,,,"GB2 War Diary Image 0031 and Nilsson, OTF v.4, #3, p.237",,153
11May15,Day,GB2 (orig.),,Seclin,RR stn,R,,T.O. 0703. Nungesser & Martel involved. It appears the missing crew got back the next day.,,356,6,,2,,,,,4,1,1,,,,No,Voisin,7:03,,,,Humières,60,,,,,10,,,,,,"GB2 War Diary Images 0031-2 and Nilsson, OTF v.4, #3, p.237",,154
11May15,Day,GB2 (orig.),,"Orchies, Douai, Brebieres",RR stn,R,,"Caused panic among German soldiers at Orchies (the original target). 1 crew hit Orchies, 1 hit Douai, 1 hit Brebieres.",,229,5,,1,1,2,,,3,0,0,0,,,Yes,Voisin,,,,,Humières,65,,,,,13,,,,,,"GB2 War Diary Image 0032 and Nilsson, OTF v.4, #3, p.237",,155
11May15,Night,Fr.Dirg.,,Douai,RR stn & lines,R,,"Fr. Dirigible Adj. Vincenot dropped 20 Aasen bombs & 2x155mm shells on rail line, jtn, & stn",,321,1,,,,,,,1,,,,,,No,Dirg.,,,,,,340,,,,,22,,,,,,"Icare, L'aeronautique militaire francaise, tome I, p.143",,156
12May15,Day,GB2 (orig.)/VB106,,Douai (south of),RR stn,R,,T.O. 0340. Only MdL Nungesser & Méc. Pochon found target due to WX,,110,2,1,,,,,,1,0,0,0,,,No,Voisin,3:40,,,,Humières,65,,,,,5,,,,,,"GB2 War Diary Image 0032 and Nilsson, OTF v.4, #3, p.237",,157
15May15,Day,GB2 (orig.),Yes,Vimy-Givenchy-Liévin,Artillery Batteries,T,,Total Abort. Earlier raid that day didn't even take off due to WX.,,,2,2,,,,,,0,0,0,0,,,No,Voisin,,,,,Humières,55,,,,,,,,,,,GB2 War Diary Image 0033,,158
15May15,Day,GB2 (orig.),,Farbus (vic.),Artillery Batteries,T,,Extensive late afternoon strike on German artillery batteries around Farbus; some flew 2 sorties. Martel & Nungesser flew missions.,,975,15,,2,,,,,13,0,0,0,,,Yes,Voisin,,,,,Humières,45,,,,,50,,,,,,"GB2 War Diary Images 0033-4 and Nilsson, OTF v.4, #3, p.237",,159
15May15,Day,1Wing RNAS,,Middlekerke,,,,,,,1,,,,,,,,,,,,,,,,,,,Dunkerque,35,,,,,,,,,,,AIR1/2107,,160
15May15,Day,1Wing RNAS,,"Ostend, Belgium",Cockerell's Sheds in Harbor,,,,,,1,,,,,,,,,,,,,,,,,,,Dunkerque,45,,,,,,,,,,,AIR1/2107,,161
16May15,Day,GB2 (orig.),,"Somain; Vitry-en-Artois; Brebières, Farbus; Ostracourt to Dourges",RR stns; Artillery Batteries; Train,O,,TRUE,TRUE,851,12,3,,,7,,,9,0,0,0,,,Yes,Voisin,,,,,Humières,80,,,,,9,,,,,,"GB2 War Diary Images 0034-5 and Nilsson, OTF v.4, #3, p.237",1st T.O. 0930; last return 1245. Four sorties later (1535-1910). Nungesser & Martel involved.,162
16May15,Day,GB2 (orig.),,Somain,RR stn,R,,FALSE,FALSE,189,,,,,,,,2,0,0,0,,,,Voisin,,,,,Humières,80,,,,,2,,,,,,"GB2 War Diary Images 0034-5 and Nilsson, OTF v.4, #3, p.237",1st T.O. 0930; last return 1245. Four sorties later (1535-1910). Nungesser & Martel involved.,163
16May15,Day,GB2 (orig.),,Vitry-en-Artois,RR stn,R,,FALSE,FALSE,189,,,,,,,,2,0,0,0,,,,Voisin,,,,,Humières,55,,,,,2,,,,,,"GB2 War Diary Images 0034-5 and Nilsson, OTF v.4, #3, p.237",1st T.O. 0930; last return 1245. Four sorties later (1535-1910). Nungesser & Martel involved.,164
16May15,Day,GB2 (orig.),,Brebières,RR stn,R,,FALSE,FALSE,95,,,,,,,,1,0,0,0,,,,Voisin,,,,,Humières,60,,,,,1,,,,,,"GB2 War Diary Images 0034-5 and Nilsson, OTF v.4, #3, p.237",1st T.O. 0930; last return 1245. Four sorties later (1535-1910). Nungesser & Martel involved.,165
16May15,Day,GB2 (orig.),,Farbus (vic.),Artillery batteries,T,,FALSE,FALSE,284,,,,,,,,3,0,0,0,,,,Voisin,,,,,Humières,45,,,,,3,,,,,,"GB2 War Diary Images 0034-5 and Nilsson, OTF v.4, #3, p.237",1st T.O. 0930; last return 1245. Four sorties later (1535-1910). Nungesser & Martel involved.,166
16May15,Day,GB2 (orig.),,Ostracourt - Dourges,Train,R,,FALSE,FALSE,95,,,,,,,,1,0,0,0,,,,Voisin,16:30,19:10,17:50,2.67,Humières,60,,,,,1,,,,,,"GB2 War Diary Images 0034-5 and Nilsson, OTF v.4, #3, p.237",Mission 1630 - 1910.,167
16May15,Day,,,Rombach Wks,,,1,Damage to light and phone lines at Electric Central Stone Factory,,,,,,,,,,,,,,,,,,,,,,,,,,120,,,,,,Rombas-3 mi W of Hagondange,,NARA 990 Roll 58,,168
20May15,Day,GB2 (orig.),,Brebières,Rail sidings,R,,Only MdL Nungesser & Méc. Pochon found target due to WX,,95,12,11,,,,,,1,0,0,0,,,No,Voisin,6:38,9:36,8:07,2.97,Humières,60,,,,,1,,,,,,"Nilsson, OTF v.4, #3, p.238 & GB2 War Diary, Image 0036",Mission 0638 - 0956.,169
23May15,Day,GB2 (orig.),,Cambrai (south of); Beaurains,RR stn; Artillery,O,,TRUE,TRUE,260,11,1,7,,1,1,,3,0,0,0,,,No,Voisin,,,,,Humières,80,,,,,6,,,,,,"Nilsson, OTF v.4, #3, p.238 & GB2 War Diary, Images 0036-7",,170
